the_geom,SEGMENTID,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
POINT (-74.00701717096757 40.724634757833414),"31,895",0,N,1,567,9,0,1,05/14/2009 12:00:00 AM,11/18/2011 12:00:00 AM,6,DoITT,19743001,0,HOLLAND
POINT (-73.82661642130311 40.797182526598505),"306,303","3,378",N,2,568,8,0,4,05/14/2009 12:00:00 AM,01/09/2017 12:00:00 AM,6,DoITT,49731001,0,WHITESTONE
POINT (-73.99395441100663 40.70384707235758),"144,842","3,960",N,2,576,8,0,3,05/14/2009 12:00:00 AM,01/22/2018 12:00:00 AM,6,DoITT,39734001,0,BROOKLYN
POINT (-73.9919414213091 40.70960010711745),"162,664",0,N,1,580,8,0,1,05/14/2009 12:00:00 AM,05/11/2011 12:00:00 AM,6,DoITT,19795001,0,MANHATTAN
POINT (-73.9526609766105 40.73906602249743),"157,362",0,N,1,582,8,0,3,05/14/2009 12:00:00 AM,03/03/2017 12:00:00 AM,6,DoITT,39740001,0,PULASKI
POINT (-73.88514373689752 40.786728087346724),"188,216",0,N,2,584,8,0,2,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,29823001,0,RIKERS ISLAND
POINT (-73.94269883592102 40.73904190947023),"189,271",0,N,2,590,8,0,4,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,43649002,0,BORDEN AVENUE BRIDGE
POINT (-73.99021820844462 40.67614862375878),"22,514",0,N,2,594,8,0,3,05/14/2009 12:00:00 AM,03/03/2017 12:00:00 AM,6,DoITT,30538002,0,3
POINT (-73.93236490031313 40.81950790508749),"69,404",0,N,1,603,8,0,2,05/14/2009 12:00:00 AM,10/21/2015 12:00:00 AM,6,DoITT,29830001,0,145
POINT (-73.98924219391657 40.704871707578455),"155,168","3,960",N,2,605,8,0,3,05/14/2009 12:00:00 AM,01/22/2018 12:00:00 AM,6,DoITT,39721001,0,MANHATTAN
POINT (-73.92788452519541 40.80405743794189),"259,119",15,N,1,607,8,0,2,05/14/2009 12:00:00 AM,10/23/2012 12:00:00 AM,6,DoITT,21003001,0,WILLIS
POINT (-73.93314181020845 40.819480548636484),"295,141",0,N,2,609,8,0,1,05/14/2009 12:00:00 AM,04/19/2018 12:00:00 AM,6,DoITT,19775001,0,145
POINT (-73.83947161357135 40.76570484358984),"153,035",0,N,2,613,8,0,4,05/14/2009 12:00:00 AM,01/25/2021 12:00:00 AM,6,DoITT,46629019,0,WHITESTONE EXPRESSWAY
POINT (-73.9257029445795 40.778348477576266),"141,122",0,N,2,717,8,0,4,05/14/2009 12:00:00 AM,03/03/2017 12:00:00 AM,6,DoITT,49730001,0,ROBERT F KENNEDY
POINT (-74.1425522840185 40.64096389860076),"152,786",0,N,2,722,8,0,5,05/14/2009 12:00:00 AM,03/17/2017 12:00:00 AM,6,DoITT,59700001,0,BAYONNE
POINT (-73.92157142849068 40.878164018513914),"143,394",0,N,1,724,8,0,2,05/14/2009 12:00:00 AM,11/05/2012 12:00:00 AM,6,DoITT,29831001,0,HENRY HUDSON
POINT (-73.79372123642588 40.80223345814473),"141,127",0,N,1,728,8,0,2,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,29816001,0,THROGS NECK
POINT (-73.9991447596062 40.75884885236805),"164,622",0,N,1,729,9,0,1,05/14/2009 12:00:00 AM,05/10/2013 12:00:00 AM,6,DoITT,19804001,0,LINCOLN
POINT (-73.95401591516496 40.74148434588156),"195,043",0,N,2,"6,850",9,0,4,05/14/2009 12:00:00 AM,10/30/2017 12:00:00 AM,6,DoITT,49713001,0,QUEENS MIDTOWN
POINT (-73.92252499509385 40.71654313746215),"66,424",0,N,1,"6,851",8,0,4,05/14/2009 12:00:00 AM,01/25/2021 12:00:00 AM,6,DoITT,44729003,0,GRAND
POINT (-73.97581238008704 40.714701275978264),"308,236","3,218",N,1,926,8,0,1,05/14/2009 12:00:00 AM,01/22/2021 12:00:00 AM,6,DoITT,19776001,0,WILLIAMSBURG
POINT (-73.93385155771828 40.81415929950738),"295,133",0,N,1,929,8,0,1,05/14/2009 12:00:00 AM,02/02/2016 12:00:00 AM,6,DoITT,19789001,0,MADISON
POINT (-73.89184632789696 40.77673740399415),"77,104",0,N,2,931,8,0,4,05/14/2009 12:00:00 AM,05/13/2011 12:00:00 AM,6,DoITT,49735001,0,RIKERS ISLAND
POINT (-73.9285220601287 40.84700074947195),"137,516",0,N,2,934,8,0,1,05/14/2009 12:00:00 AM,05/04/2011 12:00:00 AM,6,DoITT,10020001,0,WASHINGTON
POINT (-73.92906431305518 40.72726078863405),"313,027",0,N,1,936,8,0,3,05/14/2009 12:00:00 AM,10/18/2018 12:00:00 AM,6,DoITT,39736001,0,KOSCIUSZKO
POINT (-73.92873591428327 40.728080756621544),"312,736",0,N,1,937,8,0,4,05/14/2009 12:00:00 AM,09/04/2019 12:00:00 AM,6,DoITT,49727001,0,KOSCIUSZKO
POINT (-73.93449272624562 40.82803502688598),"295,150",0,N,1,"9,906",8,0,1,05/14/2009 12:00:00 AM,09/25/2017 12:00:00 AM,6,DCP,19794001,0,MACOMBS DAM
POINT (-74.00777283741368 40.68530779843458),"154,308",0,N,1,"13,053",9,0,3,05/14/2009 12:00:00 AM,10/20/2017 12:00:00 AM,6,DCP,39700001,0,HUGH L CAREY
POINT (-73.922939079296 40.71642236593642),"66,420",0,N,1,"6,852",8,0,3,05/14/2009 12:00:00 AM,03/03/2017 12:00:00 AM,6,DoITT,34513002,0,GRAND
POINT (-73.91530713818614 40.86295889905344),"288,066",0,N,2,"7,408",8,0,1,05/14/2009 12:00:00 AM,09/30/2015 12:00:00 AM,6,EMS,19762001,0,UNIVERSITY HEIGHTS
POINT (-73.98590152410236 40.581448231092736),"342,498",0,N,1,"16,708",8,"3,415,615",3,05/14/2009 12:00:00 AM,06/21/2022 12:00:00 AM,6,DoITT,33063007,0,CROPSEY
POINT (-73.93304844725213 40.828149409127086),"120,980",0,N,2,"16,710",8,0,2,05/14/2009 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,29826001,0,MACOMBS DAM
POINT (-73.96852757728713 40.712492205067484),"154,274",0,N,2,"16,715",8,0,3,05/14/2009 12:00:00 AM,04/27/2018 12:00:00 AM,6,DoITT,39730001,0,WILLIAMSBURG
POINT (-73.79354615537696 40.79857020268708),"306,328",0,N,2,"16,884",8,0,4,05/14/2009 12:00:00 AM,01/09/2017 12:00:00 AM,6,DoITT,49738001,0,THROGS NECK
POINT (-73.99934233022464 40.70804305317227),"9,014,211",0,N,1,617,8,0,1,05/14/2009 12:00:00 AM,04/07/2015 12:00:00 AM,6,DoITT,19778001,0,BROOKLYN
POINT (-73.92797348753933 40.8454367058386),"140,058",0,N,2,"17,199",8,0,2,05/14/2009 12:00:00 AM,05/27/2016 12:00:00 AM,6,DoITT,29703001,0,ALEXANDER HAMILTON
POINT (-73.94662833424147 40.763872690468794),"165,861",0,N,2,927,8,0,1,05/14/2009 12:00:00 AM,12/20/2019 12:00:00 AM,6,DoITT,19769001,0,ROOSEVELT IS
POINT (-73.92977006337374 40.80312494818145),"299,456",0,N,1,928,8,0,1,05/14/2009 12:00:00 AM,01/21/2021 12:00:00 AM,6,DoITT,19777001,0,WILLIS
POINT (-73.92706544578265 40.84649561797296),"297,504",0,N,2,933,8,0,2,05/14/2009 12:00:00 AM,07/28/2017 12:00:00 AM,6,DoITT,29820001,0,WASHINGTON
POINT (-73.92946799599785 40.845657680171854),"140,063",0,N,1,935,8,0,1,05/14/2009 12:00:00 AM,12/27/2011 12:00:00 AM,6,DoITT,19700001,0,ALEXANDER HAMILTON
POINT (-73.83521090661687 40.64305115827538),"156,016",0,N,1,940,8,0,4,05/14/2009 12:00:00 AM,03/16/2022 12:00:00 AM,6,DoITT,44089009,0,CHANNEL
POINT (-73.88427532341606 40.82272085731952),"342,699",0,N,1,"19,237",8,0,2,05/14/2009 12:00:00 AM,06/21/2022 12:00:00 AM,6,EMS,21592507,0,EASTERN BLVD
POINT (-74.04420378784582 40.606654734939724),"331,058",0,N,1,569,8,0,5,05/14/2009 12:00:00 AM,03/31/2021 12:00:00 AM,6,DoITT,59718001,0,VERRAZZANO
POINT (-73.8835129582936 40.57123147087077),"134,653",0,N,1,570,8,0,4,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,49739001,0,MARINE PY-GIL HODGES MEMORIAL
POINT (-73.9401679409754 40.73333958624239),"65,919",0,N,1,578,8,0,4,05/14/2009 12:00:00 AM,01/21/2021 12:00:00 AM,6,DoITT,44799002,0,JJ BYRNE MEMORIAL
POINT (-73.9525551330673 40.73949877095421),"156,342",0,N,1,581,8,0,4,05/14/2009 12:00:00 AM,03/03/2017 12:00:00 AM,6,DoITT,49712001,0,PULASKI
POINT (-73.95806128277657 40.758391053852),"138,878",0,N,1,583,8,0,1,05/14/2009 12:00:00 AM,10/12/2011 12:00:00 AM,6,DoITT,19792001,0,ED KOCH QUEENSBORO
POINT (-73.94045346824683 40.74082294350693),"65,967",0,N,2,593,8,0,4,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,41069003,0,HUNTERS POINT
POINT (-73.95072222706568 40.755219712929794),"138,881",0,N,2,606,8,0,4,05/14/2009 12:00:00 AM,05/13/2011 12:00:00 AM,6,DoITT,49734001,0,ED KOCH QUEENSBORO
POINT (-73.81593046708394 40.861857432774194),"95,433",0,N,2,612,8,0,2,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,25787003,0,PELHAM
POINT (-73.97313755148846 40.74579837599415),"132,784",0,N,1,"16,697",9,0,1,05/14/2009 12:00:00 AM,10/23/2017 12:00:00 AM,6,DoITT,19752001,0,QUEENS MIDTOWN
POINT (-73.82006819635855 40.59311205997183),"150,387",0,N,1,"16,698",8,0,4,05/14/2009 12:00:00 AM,03/03/2017 12:00:00 AM,6,DoITT,49725001,0,CROSS BAY VETERANS MEMORIAL
POINT (-74.01584220998345 40.70211087611888),"143,081",32,N,1,"16,700",9,0,1,05/14/2009 12:00:00 AM,09/27/2017 12:00:00 AM,6,DoITT,19705001,0,HUGH L CAREY
POINT (-73.93237183447302 40.81412714798393),"138,739",0,N,2,"16,703",8,0,2,05/14/2009 12:00:00 AM,06/12/2017 12:00:00 AM,6,DoITT,29827001,0,MADISON
POINT (-73.94475408042065 40.76293630078328),"37,030",0,N,2,"16,705",8,0,4,05/14/2009 12:00:00 AM,01/25/2021 12:00:00 AM,6,DoITT,49736001,0,ROOSEVELT IS
POINT (-73.93183034872831 40.80786246053095),"69,561",0,N,2,"16,711",8,0,2,05/14/2009 12:00:00 AM,10/25/2010 12:00:00 AM,6,DoITT,29828001,0,3
POINT (-73.91388351016103 40.86233710584364),"347,929",0,N,2,"16,712",8,0,2,05/14/2009 12:00:00 AM,11/28/2022 12:00:00 AM,6,DoITT,21002501,0,UNIVERSITY HEIGHTS
POINT (-73.94053201935218 40.733210702672935),"65,917",0,N,2,"16,716",8,0,3,05/14/2009 12:00:00 AM,04/27/2018 12:00:00 AM,6,DoITT,34603003,0,JJ BYRNE MEMORIAL
POINT (-73.92905172620442 40.80083743607849),"147,038",0,N,1,716,8,0,1,05/14/2009 12:00:00 AM,04/18/2013 12:00:00 AM,6,DoITT,19772001,0,ROBERT F KENNEDY
POINT (-73.91899412536172 40.799053246982986),"190,699",15,N,2,719,8,0,2,05/14/2009 12:00:00 AM,05/09/2017 12:00:00 AM,6,DoITT,29832001,0,ROBERT F KENNEDY
POINT (-73.88632525364005 40.575841062819215),"135,469",0,N,1,721,8,0,3,05/14/2009 12:00:00 AM,01/25/2021 12:00:00 AM,6,DoITT,39708001,0,MARINE PY-GIL HODGES MEMORIAL
POINT (-74.24522257812289 40.524915800442876),"152,742",0,N,1,723,8,0,5,05/14/2009 12:00:00 AM,03/17/2017 12:00:00 AM,6,DoITT,54211001,0,OUTERBRIDGE
POINT (-73.92437203526718 40.87607478063343),"9,014,231","3,599",N,2,725,8,"1,089,220",1,05/14/2009 12:00:00 AM,09/11/2023 12:00:00 AM,6,DoITT,19741001,0,HENRY HUDSON
POINT (-73.83185289433808 40.80526812065427),"136,150",0,N,1,"16,883",8,0,2,05/14/2009 12:00:00 AM,05/04/2011 12:00:00 AM,6,DoITT,29799001,0,WHITESTONE
POINT (-73.8423972385705 40.74149628803936),"177,283",0,N,2,"19,949",8,0,4,03/15/2008 12:00:00 AM,,6,DCP,42799701,0,MEADOW
POINT (-73.83827188217491 40.73877326020482),"82,955",0,N,2,"19,950",8,0,4,03/15/2008 12:00:00 AM,,6,DCP,43629501,0,BOATHOUSE
POINT (-73.8364934440449 40.73706625478324),"177,353",0,N,2,"19,952",8,0,4,03/15/2008 12:00:00 AM,,6,DCP,44302601,0,MEADOW
POINT (-73.8238485910341 40.88771112667516),"146,575",0,N,2,"19,953",8,0,2,03/15/2008 12:00:00 AM,12/06/2011 12:00:00 AM,6,DCP,21382009,0,EASTCHESTER
POINT (-74.196729991945 40.635261070285125),"321,726",0,N,1,"19,954",8,0,5,03/15/2008 12:00:00 AM,03/16/2020 12:00:00 AM,6,DCP,59703501,0,GOETHALS
POINT (-73.93066638276323 40.842360681960955),"9,014,227",0,N,2,"19,955",8,0,1,03/15/2008 12:00:00 AM,07/22/2019 12:00:00 AM,6,DCP,12295001,0,HIGH
POINT (-73.92798170799749 40.84211032740367),"174,036",0,N,1,"19,956",8,0,2,03/15/2008 12:00:00 AM,04/19/2018 12:00:00 AM,6,DCP,23980301,0,HIGH
POINT (-73.83423857672173 40.72875116260524),"89,788",453,N,2,"19,957",8,0,4,03/15/2008 12:00:00 AM,03/13/2017 12:00:00 AM,6,DCP,40049501,0,MEADOW LAKE
POINT (-73.94196679736764 40.739503204279586),"190,793",0,N,1,"19,958",8,0,4,03/15/2008 12:00:00 AM,05/09/2017 12:00:00 AM,6,DCP,45029037,0,QUEENS MIDTOWN EXPRESSWAY
POINT (-73.83171708287027 40.653403895132875),"54,336",0,N,2,"19,959",8,0,4,03/15/2008 12:00:00 AM,04/26/2018 12:00:00 AM,6,DCP,45871339,0,JOEL A MIELE SR PEDESTRIAN
POINT (-73.94938260751648 40.5823491743181),"26,181",0,N,2,"19,960",8,0,3,03/15/2008 12:00:00 AM,,6,DCP,37637001,0,SHEEPSHEAD FOOT
POINT (-73.96838854691363 40.65831544080994),"28,138",450,N,1,"19,961",8,0,3,03/15/2008 12:00:00 AM,05/26/2017 12:00:00 AM,6,DCP,38478001,0,TERRACE
POINT (-73.8424698066297 40.828326161202114),"178,192",0,N,2,"19,962",8,0,2,03/15/2008 12:00:00 AM,,6,DCP,21592009,0,UNIONPORT
POINT (-74.04271671853805 40.60727790367868),"306,821",0,N,1,"19,963",8,0,3,03/15/2008 12:00:00 AM,02/13/2017 12:00:00 AM,6,DCP,39728001,0,VERRAZZANO
POINT (-73.84672248558252 40.74375556932703),"177,586",0,N,1,"19,964",8,0,4,03/15/2008 12:00:00 AM,,6,DCP,46889501,0,ZOO
POINT (-73.83664365296013 40.76263658211579),"155,996",0,N,1,"19,965",8,0,4,03/15/2008 12:00:00 AM,04/09/2018 12:00:00 AM,6,DCP,45779013,0,FLUSHING
POINT (-73.8487752379357 40.74723039614),"192,606",0,N,2,"19,966",8,0,4,03/15/2008 12:00:00 AM,,6,DCP,44836501,0,HALL OF SCIENCE
POINT (-73.97178440451849 40.77577539823907),"37,193",444,N,2,"1,002,127",8,0,1,08/31/2010 12:00:00 AM,02/27/2018 12:00:00 AM,6,OTHER,10072619,0,CENTRAL PARK BOW BRIDGE
POINT (-73.93351126691554 40.811099151336094),"195,090",0,N,1,"1,005,744",8,0,1,06/26/2011 12:00:00 AM,10/19/2022 12:00:00 AM,6,OTHER,10047101,0,METRO NORTH
POINT (-73.93235386516905 40.81157541199497),"173,371",0,N,1,"1,005,745",8,0,2,06/26/2011 12:00:00 AM,12/13/2019 12:00:00 AM,6,OTHER,20098601,0,METRO NORTH BRIDGE
POINT (-73.99583017856268 40.70065412699407),"191,520",0,N,2,"1,006,605",8,0,3,07/15/2011 12:00:00 AM,02/17/2021 12:00:00 AM,6,OTHER,30018801,0,SQUIBB PARK
POINT (-73.7517783876887 40.763413461294284),"101,312",0,N,1,"1,006,885",8,0,4,07/25/2011 12:00:00 AM,,6,OTHER,45779016,0,LITTLE NECK
POINT (-73.99650894605668 40.67411066026367),"22,341",0,N,1,"1,006,904",8,0,3,07/26/2011 12:00:00 AM,,6,OTHER,30603002,0,9
POINT (-73.99837997114086 40.671882770338186),"303,069",0,N,2,"1,006,905",8,0,3,07/26/2011 12:00:00 AM,04/26/2018 12:00:00 AM,6,OTHER,34683002,0,HAMILTON
POINT (-73.8210624416585 40.86889047667423),"154,922",0,N,2,"1,006,906",8,0,2,07/26/2011 12:00:00 AM,,6,OTHER,24172017,0,HUTCHINSON RIVER
POINT (-74.16972788014064 40.56654428728394),"155,310",0,N,2,"1,006,907",8,0,5,07/26/2011 12:00:00 AM,11/28/2011 12:00:00 AM,6,OTHER,54475011,0,PURPLE HEART MEMORIAL
POINT (-73.98834653891076 40.67949051475893),"22,652",0,N,1,"1,006,908",8,0,3,07/26/2011 12:00:00 AM,,6,OTHER,38653002,0,UNION ST
POINT (-73.88382360441862 40.82828030362543),"9,014,580",0,N,1,"1,006,909",8,0,2,07/26/2011 12:00:00 AM,,6,OTHER,27695003,0,WESTCHESTER
POINT (-73.98914461070814 40.678199697344844),"22,638",0,N,1,"1,006,910",8,0,3,07/26/2011 12:00:00 AM,04/27/2018 12:00:00 AM,6,OTHER,32483002,0,CARROLL
POINT (-73.98259922945458 40.58259582657383),"19,260",0,N,2,"1,006,911",8,0,3,07/26/2011 12:00:00 AM,,6,OTHER,38183003,0,STILLWELL
POINT (-73.73999760644608 40.63525309279285),"283,113",0,N,2,"1,006,913",8,0,4,07/26/2011 12:00:00 AM,10/21/2014 12:00:00 AM,6,OTHER,46081007,0,HOOK CREEK
POINT (-73.98876832456823 40.67417974464572),"341,180",0,N,2,"1,006,914",8,0,3,07/26/2011 12:00:00 AM,06/08/2022 12:00:00 AM,6,OTHER,30528009,0,3 AVENUE
POINT (-73.88117645435611 40.83507399736722),"9,014,583",0,N,1,"1,006,915",8,0,2,07/26/2011 12:00:00 AM,04/20/2018 12:00:00 AM,6,OTHER,22688004,0,174 ST
POINT (-73.89874855730358 40.60424992915373),"317,611",0,N,1,"1,006,924",8,0,3,07/26/2011 12:00:00 AM,03/11/2019 12:00:00 AM,6,OTHER,37703012,0,MILL BASIN
POINT (-73.95054168791759 40.85127859384622),"9,014,077",0,N,1,"1,006,925",8,0,1,07/26/2011 12:00:00 AM,12/20/2019 12:00:00 AM,6,OTHER,19781001,0,GEORGE WASHINGTON
POINT (-73.8386900423433 40.757005990760895),"177,615",0,N,2,"1,006,928",8,0,4,07/26/2011 12:00:00 AM,10/11/2018 12:00:00 AM,6,OTHER,46109002,0,ROOSEVELT
POINT (-73.79367981933186 40.85636465843606),"99,719",0,N,2,"1,006,929",8,0,2,07/26/2011 12:00:00 AM,09/20/2018 12:00:00 AM,6,OTHER,29829001,0,CITY IS
POINT (-73.93118460874322 40.714284752256795),"304,455",0,N,2,"1,006,964",8,0,3,07/28/2011 12:00:00 AM,12/27/2016 12:00:00 AM,6,OTHER,36053004,0,METROPOLITAN AVENUE
POINT (-73.92950035145736 40.783046726371474),"248,656",445,N,1,"1,007,394",8,0,1,08/16/2011 12:00:00 AM,11/08/2017 12:00:00 AM,6,OTHER,19772006,0,WARDS ISLAND ANCHORAGE
POINT (-73.92811720244192 40.78120729499119),"248,291",445,N,1,"1,007,399",8,0,1,08/16/2011 12:00:00 AM,12/11/2019 12:00:00 AM,6,OTHER,19772007,0,WARDS ISLAND TOWER PEDESTAL
POINT (-73.92842435832476 40.7878460897682),"245,630",445,N,2,"1,007,444",8,0,1,08/17/2011 12:00:00 AM,12/04/2013 12:00:00 AM,6,OTHER,19772012,0,RFK BR QUEENS PED AND BIKE PATH
POINT (-73.91953924628643 40.79795621756978),"155,063",447,N,2,"1,007,447",8,0,1,08/17/2011 12:00:00 AM,12/11/2019 12:00:00 AM,6,OTHER,19772011,0,RFK BRIDGE BRONX PED AND BIKE PATH
POINT (-73.9167663137718 40.80158348385791),"111,655",0,N,2,"1,007,450",8,0,2,08/17/2011 12:00:00 AM,12/13/2019 12:00:00 AM,6,OTHER,29832005,0,RFK BR BRONX PED AND BIKE PATH
POINT (-73.91960618450389 40.77241338296383),"68,739",0,N,2,"1,007,453",8,0,4,08/17/2011 12:00:00 AM,12/17/2019 12:00:00 AM,6,OTHER,49730007,0,RFK BR QUEENS PED AND BIKE PATH
POINT (-73.83274261709064 40.74929524364994),"179,228",0,N,2,"1,008,485",8,0,4,09/20/2011 12:00:00 AM,09/20/2011 12:00:00 AM,6,OTHER,43654301,0,BOTANICAL GRDN
POINT (-73.92216558652913 40.78264797336841),"306,127",0,N,2,"1,009,964",8,0,1,01/12/2012 12:00:00 AM,12/11/2019 12:00:00 AM,6,OTHER,10003601,0,HELL GATE BRIDGE
POINT (-73.9209540591343 40.781724378443286),"251,893",0,N,2,"1,009,985",8,0,4,01/12/2012 12:00:00 AM,03/16/2022 12:00:00 AM,6,OTHER,40026501,0,HELL GATE
POINT (-73.92589203152889 40.8780028895429),"265,424",0,N,1,"1,015,204",8,0,1,08/14/2012 12:00:00 AM,12/11/2019 12:00:00 AM,6,OTHER,10079201,0,AMTRAK
POINT (-73.92138723059898 40.85251099580629),"129,971",0,N,2,"1,018,205",8,0,2,01/18/2013 12:00:00 AM,06/26/2015 12:00:00 AM,6,OTHER,23813501,0,HARLEM RIVER PARK
POINT (-73.78792311143854 40.858267569500086),"282,294",0,N,1,"1,025,552",8,0,2,12/03/2014 12:00:00 AM,12/03/2014 12:00:00 AM,6,OTHER,20042101,0,HIGH ISLAND
POINT (-73.924162427158 40.87646658243171),"238,464","3,599",N,2,"1,026,889",8,0,1,10/16/2015 12:00:00 AM,,6,OTHER,19741003,0,HENRY HUDSON BRIDGE NB RB
POINT (-73.92413116209111 40.8764871256308),"238,464","3,599",N,2,"1,026,890",8,0,1,10/16/2015 12:00:00 AM,,6,OTHER,19741002,0,HENRY HUDSON BRIDGE SB RB
POINT (-73.92154984417546 40.87819446834413),"143,394",0,N,1,"1,026,891",8,0,2,10/16/2015 12:00:00 AM,,6,OTHER,29831002,0,HENRY HUDSON BRIDGE SB RB
POINT (-73.92159246792674 40.87816625834848),"143,394",0,N,1,"1,026,892",8,0,2,10/16/2015 12:00:00 AM,,6,OTHER,29831003,0,HENRY HUDSON BRIDGE NB RB
POINT (-73.95054354422797 40.85124357437054),"9,014,773",0,N,1,"1,026,893",8,0,1,10/16/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,OTHER,19781008,0,GEORGE WASHINGTON BR LOWER LEVEL
POINT (-73.95047951067171 40.85123097024666),"9,014,077",0,N,1,"1,026,894",8,0,1,10/16/2015 12:00:00 AM,12/20/2019 12:00:00 AM,6,OTHER,19781007,0,GEORGE WASHINGTON BR UPPER LEVEL
POINT (-73.9580079079661 40.75838361317761),"138,891",0,N,1,"1,026,895",8,0,1,10/16/2015 12:00:00 AM,,6,OTHER,19792002,0,ED KOCH QUEENSBORO BR UPPER RDWY
POINT (-73.95808568715634 40.75841793372376),"158,838",0,N,1,"1,026,896",8,0,1,10/16/2015 12:00:00 AM,,6,OTHER,19792003,0,ED KOCH QUEENSBORO BR LOWER RDWY
POINT (-73.95076277848078 40.75524409106362),"138,883",0,N,1,"1,026,897",8,0,4,10/16/2015 12:00:00 AM,,6,OTHER,49734003,0,ED KOCH QUEENSBORO BR UPPER RDWY
POINT (-73.95064228884173 40.755191475368036),"138,884",0,N,1,"1,026,898",8,0,4,10/16/2015 12:00:00 AM,,6,OTHER,49734004,0,ED KOCH QUEENSBORO BR LOWER RDWY
POINT (-74.04261429156107 40.60730314393105),"306,821",0,N,1,"1,026,899",8,0,3,10/16/2015 12:00:00 AM,01/10/2018 12:00:00 AM,6,OTHER,39728018,0,VERRAZANO BRIDGE UPPER LEVEL
POINT (-74.04284427793243 40.607246488733075),"306,819",0,N,1,"1,026,900",8,0,3,10/16/2015 12:00:00 AM,01/10/2018 12:00:00 AM,6,OTHER,39728003,0,VERRAZZANO BRIDGE LOWER LEVEL
POINT (-74.0442973554536 40.60659737717664),"331,058",0,N,1,"1,026,901",8,0,5,10/16/2015 12:00:00 AM,03/31/2021 12:00:00 AM,6,OTHER,59718002,0,VERRAZZANO BRIDGE UPPER LEVEL
POINT (-74.04411432923285 40.60668477661086),"331,060",0,N,1,"1,026,902",8,0,5,10/16/2015 12:00:00 AM,03/31/2021 12:00:00 AM,6,OTHER,59718003,0,VERRAZZANO BRIDGE LOWER LEVEL
POINT (-73.9580216105277 40.758486812294365),"138,896",0,N,1,"1,026,908",8,0,1,10/20/2015 12:00:00 AM,03/16/2020 12:00:00 AM,6,DoITT,19792015,0,KOCH BR PEDESTRIAN AND BIKE PATH
POINT (-73.95061614358269 40.755299567687175),"139,388",0,N,1,"1,026,909",8,0,4,10/20/2015 12:00:00 AM,03/16/2020 12:00:00 AM,6,DoITT,49734017,0,KOCH BR PEDESTRIAN AND BIKE
POINT (-73.93356569314234 40.81958142887047),"295,140",0,N,1,"1,026,910",8,0,1,10/21/2015 12:00:00 AM,04/19/2018 12:00:00 AM,6,OTHER,19775004,0,145 ST BRIDGE PED AND BIKE
POINT (-73.93212917315464 40.81947961779272),"262,102",0,N,1,"1,026,911",8,0,2,10/21/2015 12:00:00 AM,,6,OTHER,29830007,0,145 ST BRIDGE PED AND BIKE
POINT (-73.76817784834009 40.77872219308121),"233,435",0,N,1,"1,026,912",8,0,4,10/21/2015 12:00:00 AM,05/09/2019 12:00:00 AM,6,OTHER,45871338,0,28 AV PEDESTRIAN
POINT (-73.93454864454048 40.80564228988079),"342,199",0,N,2,"1,026,913",8,0,1,10/21/2015 12:00:00 AM,06/15/2022 12:00:00 AM,6,OTHER,19751035,0,3 AVE-E 128 STREET PED
POINT (-73.93178265616959 40.80788100477584),"301,571",0,N,2,"1,026,928",8,0,2,10/23/2015 12:00:00 AM,09/21/2016 12:00:00 AM,6,DoITT,29828003,0,3 AVENUE BRIDGE BIKE
POINT (-73.933127752929 40.80738730455517),"345,286",0,N,2,"1,026,929",8,0,1,10/23/2015 12:00:00 AM,10/12/2022 12:00:00 AM,6,DoITT,19771002,0,3 AV BRIDGE PED AND BIKE
POINT (-73.93264383502428 40.80748582906612),"345,280",0,N,1,"1,026,930",8,0,1,10/23/2015 12:00:00 AM,10/12/2022 12:00:00 AM,6,DoITT,19771001,0,3
POINT (-74.14242545751016 40.640951703696096),"331,662",0,N,1,"1,026,931",8,0,5,10/23/2015 12:00:00 AM,04/07/2021 12:00:00 AM,6,DoITT,59700004,0,BAYONNE BR PED AND BIKE
POINT (-73.99925104558386 40.7079895499975),"242,959",0,N,1,"1,026,932",8,0,1,10/23/2015 12:00:00 AM,,6,DoITT,19778007,0,BROOKLYN BRIDGE PED AND BIKE
POINT (-73.99400146257119 40.70382390966626),"242,964","3,960",N,1,"1,026,933",8,0,3,10/23/2015 12:00:00 AM,01/22/2018 12:00:00 AM,6,DoITT,39734004,0,BROOKLYN BRDG PED AND BIKE
POINT (-73.8475843699289 40.73909667385638),"177,185",0,N,1,"1,026,934",8,0,4,10/23/2015 12:00:00 AM,,6,DoITT,45871313,0,COLONIAL AVE PEDESTRIAN
